text,class
"I don't think I can get away for a trek that long with family in town, sorry",no
So when do you wanna gym harri,no
Quite late lar... Ard 12 anyway i wun b drivin...,no
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",no
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,no
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",no
He also knows about lunch menu only da. . I know,no
When i have stuff to sell i.ll tell you,no
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,no
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,no
Oh is it? Send me the address,no
S'fine. Anytime. All the best with it.,no
That is wondar full flim.,no
Ya even those cookies have jelly on them,no
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",no
Got it! It looks scrumptious... daddy wants to eat you all night long!,no
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,no
"Alright omw, gotta change my order to a half8th",no
Exactly. Anyways how far. Is jide her to study or just visiting,no
Dunno y u ask me.,no
No he didn't. Spring is coming early yay!,no
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,no
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,no
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,no
Then why no one talking to me,no
Thanks for looking out for me. I really appreciate.,no
Wish i were with you now!,no
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,no
Yes i will be there. Glad you made it.,no
Do well :)all will for little time. Thing of good times ahead:,no
Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,no
Ok. There may be a free gym about.,no
Men like shorter ladies. Gaze up into his eyes.,no
Dunno he jus say go lido. Same time 930.,no
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",no
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,no
By monday next week. Give me the full gist,no
Dont gimme that lip caveboy,no
When did you get to the library,no
Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,no
So why didnt you holla?,no
Cant think of anyone with * spare room off * top of my head,no
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",no
U should have made an appointment,no
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",no
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",no
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,no
Wishing you and your family Merry "X" mas and HAPPY NEW Year in advance..,no
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",no
"Sorry, I'll call later",no
I cant pick the phone right now. Pls send a message,no
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,no
Not getting anywhere with this damn job hunting over here!,no
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,no
"idc get over here, you are not weaseling your way out of this shit twice in a row",no
I wil be there with in  &lt;#&gt;  minutes. Got any space,no
Thanks for picking up the trash.,no
Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,no
Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,no
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,no
That means get the door,no
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,no
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",no
Dont think so. It turns off like randomlly within 5min of opening,no
"She was supposed to be but couldn't make it, she's still in town though",no
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,no
Gud mrng dear hav a nice day,no
This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,no
All e best 4 ur driving tmr :-),no
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,no
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,no
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,no
it's really getting me down just hanging around.,no
Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,no
Ok i msg u b4 i leave my house.,no
Gimme a few was  &lt;#&gt;  minutes ago,no
Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,no
K I'll be there before 4.,no
I dled 3d its very imp,no
"sure, but make sure he knows we ain't smokin yet",no
Boooo you always work. Just quit.,no
I am taking half day leave bec i am not well,no
Ugh I don't wanna get out of bed. It's so warm.,no
S:)s.nervous  &lt;#&gt; :),no
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,no
I borrow ur bag ok.,no
Where's my boytoy? I miss you ... What happened?,no
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",no
Also are you bringing galileo or dobby,no
Then why you not responding,no
BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,no
Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,no
On the road so cant txt,no
Have a good evening! Ttyl,no
Hmm .. Bits and pieces lol ... *sighs* ...,no
Hahaha..use your brain dear,no
Hey. You got any mail?,no
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",no
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,no
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,no
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",no
Surely result will offer:),no
Good Morning my Dear........... Have a great &amp; successful day.,no
"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",no
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,no
"Pls send me a comprehensive mail about who i'm paying, when and how much.",no
Our Prashanthettan's mother passed away last night. pray for her and family.,no
K.k:)when are you going?,no
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,no
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,no
I am in office:)whats the matter..msg me now.i will call you at break:).,no
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",no
U reach orchard already? U wan 2 go buy tickets first?,no
"I am real, baby! I want to bring out your inner tigress...",no
No da if you run that it activate the full version da.,no
AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,no
Stop the story. I've told him i've returned it and he's saying i should not re order it.,no
Going to take your babe out ?,no
Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,no
Spoons it is then okay?,no
Did he just say somebody is named tampa,no
In work now. Going have in few min.,no
Your brother is a genius,no
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",no
Did u find out what time the bus is at coz i need to sort some stuff out.,no
Dude ive been seeing a lotta corvettes lately,no
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",no
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",no
Its going good...no problem..but still need little experience to understand american customer voice...,no
I'll text you when I drop x off,no
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,no
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,no
Are you in castor? You need to see something,no
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",no
I love to give massages. I use lots of baby oil... What is your fave position?,no
Dude we should go sup again,no
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,no
I like to talk pa but am not able to. I dont know y.,no
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,no
Wife.how she knew the time of murder exactly,no
Why do you ask princess?,no
I am great princess! What are you thinking about me? :),no
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,no
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,no
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,no
Superb Thought- "Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.":-),no
Hope you are having a good week. Just checking in,no
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",no
"Thursday night? Yeah, sure thing, we'll work it out then",no
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,no
How is it possible to teach you. And where.,no
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",no
Lovely smell on this bus and it ain't tobacco... ,no
"We're all getting worried over here, derek and taylor have already assumed the worst",no
Hey what's up charles sorry about the late reply.,no
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,no
WHITE FUDGE OREOS ARE IN STORES,no
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,no
I am sorry it hurt you.,no
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,no
Ok lor but not too early. Me still having project meeting now.,no
"Call me da, i am waiting for your call.",no
I could ask carlos if we could get more if anybody else can chip in,no
Was actually about to send you a reminder today. Have a wonderful weekend,no
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",no
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,no
Dont talk to him ever ok its my word.,no
When u wana see it then,no
On ma way to school. Can you pls send me ashley's number,no
It shall be fine. I have avalarr now. Will hollalater,no
She went to attend another two rounds today..but still did't reach home..,no
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,no
"K, wait chikku..il send aftr  &lt;#&gt; mins",no
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,no
K:)i will give my kvb acc details:),no
Oh all have to come ah?,no
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),no
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,no
So do you have samus shoulders yet,no
What time you think you'll have it? Need to know when I should be near campus,no
Then dun wear jeans lor...,no
"Since when, which side, any fever, any vomitin.",no
K:)k.are you in college?,no
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,no
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),no
Theyre doing it to lots of places. Only hospitals and medical places are safe.,no
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,no
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",no
I cant wait to see you! How were the photos were useful? :),no
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,no
Chk in ur belovd ms dict,no
Is that what time you want me to come?,no
"Awesome, lemme know whenever you're around",no
Shb b ok lor... Thanx...,no
Beautiful Truth against Gravity.. Read carefully: "Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.." GOOD NIGHT,no
Also remember to get dobby's bowl from your car,no
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,no
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",no
Welp apparently he retired,no
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,no
U sure u can't take any sick time?,no
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",no
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,no
Are you this much buzy,no
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,no
I am not sure about night menu. . . I know only about noon menu,no
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,no
Are you willing to go for aptitude class.,no
"It wont b until 2.15 as trying 2 sort house out, is that ok?",no
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",no
"Haha awesome, omw back now then",no
Yup i thk so until e shop closes lor.,no
what is your account number?,no
Eh u send wrongly lar...,no
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,no
Ok i shall talk to him,no
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,no
Hey you can pay. With salary de. Only  &lt;#&gt; .,no
Another month. I need chocolate weed and alcohol.,no
If he started searching he will get job in few days.he have great potential and talent.,no
Reckon need to be in town by eightish to walk from * carpark.,no
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,no
Yo guess what I just dropped,no
Carlos says he'll be at mu in  &lt;#&gt;  minutes,no
I'm in office now . I will call you  &lt;#&gt;  min:),no
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",no
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",no
Ugh. Gotta drive back to sd from la. My butt is sore.,no
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,no
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,no
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,no
"I can't, I don't have her number!",no
Change again... It's e one next to escalator...,no
Yetunde i'm in class can you not run water on it to make it ok. Pls now.,no
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,no
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,no
"Aight will do, thanks again for comin out",no
No..but heard abt tat..,no
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,no
&lt;#&gt;  am I think? Should say on syllabus,no
Umma. Did she say anything,no
Give me a sec to think think about it,no
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,no
"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",no
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",no
Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,no
"I just got home babe, are you still awake ?",no
I dunno they close oredi not... Ü v ma fan...,no
Just buy a pizza. Meat lovers or supreme. U get to pick.,no
"Ya, told..she was asking wats matter?",no
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",no
Shall i send that exe to your mail id.,no
Nope watching tv at home... Not going out. V bored...,no
Don know..wait i will check it.,no
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",no
We still on for tonight?,no
May i call You later Pls,no
Hasn't that been the pattern recently crap weekends?,no
I have a sore throat. It's scratches when I talk,no
Yes da. Any plm at ur office,no
Are you not around or just still asleep? :V,no
"Lol you forgot it eh ? Yes, I'll bring it in babe",no
"Its good, we'll find a way",no
Can not use foreign stamps in this country. Good lecture .,no
HAPPY NEW YEAR MY NO.1 MAN,no
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",no
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,no
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",no
"No my blankets are sufficient, thx",no
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",no
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",no
They just talking thats it de. They wont any other.,no
Today am going to college so am not able to atten the class.,no
I'm in class. Will holla later,no
Easy ah?sen got selected means its good..,no
Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,no
"Come round, it's . ",no
Do 1 thing! Change that sentence into: "Because i want 2 concentrate in my educational career im leaving here..",no
I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,no
Are you available for soiree on June 3rd?,no
Do u noe wat time e place dat sells 4d closes?,no
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",no
Jay's getting really impatient and belligerent,no
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,no
I'm at work. Please call,no
Then u drive lor.,no
Ard 515 like dat. Y?,no
Tell me they're female :V how're you throwing in? We're deciding what all to get now,no
I'm working technical support :)voice process.networking field.,no
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,no
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,no
"That's fine, I'll bitch at you about it later then",no
No my mum went 2 dentist.,no
Once free call me sir. I am waiting for you.,no
Meeting u is my work. . . Tel me when shall i do my work tomorrow,no
"alright, I'll make sure the car is back tonight",no
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,no
Aight ill get on fb in a couple minutes,no
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,no
Where can download clear movies. Dvd copies.,no
"Yep, by the pretty sculpture",no
Convey my regards to him,no
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,no
You tell what happen dont behave like this to me. Ok no need to say,no
Can u get pic msgs to your phone?,no
Send to someone else :-),no
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,no
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,no
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",no
I don't think he has spatula hands!,no
You can never do NOTHING,no
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,no
Please da call me any mistake from my side sorry da. Pls da goto doctor.,no
Where r we meeting?,no
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",no
Now only i reached home. . . I am very tired now. . I will come tomorro,no
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,no
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,no
Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,no
You busy or can I come by at some point and figure out what we're doing tomorrow,no
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",no
Black shirt n blue jeans... I thk i c ü...,no
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,no
on hen night. Going with a swing,no
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",no
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,no
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),no
S s..first time..dhoni rocks...,no
Ok ill tell the company,no
"Awesome, think we can get an 8th at usf some time tonight?",no
So that means you still think of teju,no
"No I'm good for the movie, is it ok if I leave in an hourish?",no
No no:)this is kallis home ground.amla home town is durban:),no
So lets make it saturday or monday as per convenience.,no
Hey... What time is your driving on fri? We go for evaluation on fri?,no
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,no
Cancel cheyyamo?and get some money back?,no
Ok.ok ok..then..whats ur todays plan,no
Good morning princess! How are you?,no
Aiyar sorry lor forgot 2 tell u...,no
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,no
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",no
"So check your errors and if you had difficulties, do correction.",no
Howz pain?hope u r fine..,no
"Sorry, I'll call later",no
Good morning princess! How are you?,no
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",no
U wake up already? Thanx 4 e tau sar piah it's quite nice.,no
K do I need a login or anything,no
LOL ... No just was busy,no
What * u wearing?,no
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,no
Oh:)as usual vijay film or its different?,no
Have you had a good day? Mine was really busy are you up to much tomorrow night?,no
And is there a way you can send shade's stuff to her. And she has been wonderful too.,no
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,no
Babe ? I lost you ... :-(,no
Ok... Help me ask if she's working tmr a not?,no
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,no
Not a drop in the tank,no
(That said can you text him one more time?),no
"Sorry, I'll call later",no
Ok i go change also...,no
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,no
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",no
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,no
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,no
Hey! There's veggie pizza... :/,no
Yun buying... But school got offer 2000 plus only...,no
You sure your neighbors didnt pick it up,no
K. I will sent it again,no
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",no
Well. Im computerless. Time to make some oreo truffles,no
"Haha yeah I see that now, be there in a sec",no
I am not having her number sir,no
Lol now I'm after that hot air balloon!,no
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,no
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,no
"Yeah, we can probably swing by once my roommate finishes up with his girl",no
Happy new years melody!,no
Ü dun need to pick ur gf?,no
Yay! You better not have told that to 5 other girls either.,no
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,no
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",no
Just nw i came to hme da..,no
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,no
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,no
What your plan for pongal?,no
Just wait till end of march when el nino gets himself. Oh.,no
"Not yet chikku..going to room nw, i'm in bus..",no
Am also doing in cbe only. But have to pay.,no
Honey boo I'm missing u.,no
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",no
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",no
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",no
Ok. No wahala. Just remember that a friend in need ...,no
I will see in half an hour,no
"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",no
"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",no
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,no
"Tee hee. Off to lecture, cheery bye bye.",no
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",no
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,no
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,no
Wot u up 2 u weirdo?,no
Dont put your phone on silent mode ok,no
Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,no
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,no
Oh ho. Is this the first time u use these type of words,no
Am I the only one who doesn't stalk profiles?,no
Ever green quote ever told by Jerry in cartoon "A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt,no
Yes i thought so. Thanks.,no
But if she.s drinkin i'm ok.,no
"Just wondering, the others just took off",no
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",no
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",no
Happy new year to u too!,no
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",no
Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,no
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",no
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,no
Happy birthday... May all ur dreams come true...,no
Aiyah u did ok already lar. E nydc at wheellock?,no
TELL HER I SAID EAT SHIT.,no
Sure! I am driving but will reach my destination soon.,no
"K so am I, how much for an 8th? Fifty?",no
Your daily text from me – a favour this time,no
Great to hear you are settling well. So what's happenin wit ola?,no
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,no
I tot u reach liao. He said t-shirt.,no
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",no
I cant pick the phone right now. Pls send a message,no
Your right! I'll make the appointment right now.,no
Designation is software developer and may be she get chennai:),no
I jokin oni lar.. Ü busy then i wun disturb ü.,no
